記号,銘柄,株価,PER,予想PER,EPS,ROE,利益率,配当利回り,PBR,ROA,RSI,MA50,FCFマージン,粗利率,アクルーアル,MACD_GC,MACD_DC,次回決算日,決算猶予日数,出来高,平均出来高50日,200日MA,20日高値,配当日,52週高値,52週下落率,静寂後急増,BBスクイーズ,RSIダイバージェンス
CHRW,"C.H. Robinson Worldwide, Inc.",190.4550018310547,38.553642,25.890581,4.94,0.34838,0.03698,1.34,13.20495,0.1008,50.272427571981915,179.57638702392578,0.05199213467232904,0.08373509796206598,-0.06473177880432494,0,0,2026/07/29,22,343592,1729457.84,165.74792572021485,193.74000549316406,2026/06/05,203.34,0.06336676585494894,0,1,0
CDNS,"Cadence Design Systems, Inc.",370.94500732421875,86.66939,39.463158,4.28,0.20656,0.21180001,0.0,15.593132,0.10389,31.515319880640476,369.55430114746093,0.2996001894743559,0.8636432203164237,-0.061054266125146604,0,0,2026/07/27,20,576471,2510229.42,327.7090751647949,394.5,-,416.69,0.1097818346391352,0,1,0
CPT,Camden Property Trust,118.18499755859375,33.01257,74.0257,3.58,0.09064999,0.24486999,3.63,3.050014,0.015829999,66.1882206510277,108.13222045898438,0.2454453132546659,0.6140965870671554,-0.04889522700956509,0,0,2026/07/30,23,217863,1191271.26,103.77322654724121,118.18499755859375,2026/06/30,119.81,0.01356316201824766,0,0,0
COF,Capital One Financial Corporati,203.1699981689453,62.70679,8.3880825,3.24,0.03259,0.08876,1.55,1.1709749,0.00487,63.697534784506935,190.84467895507814,0.48920163191975147,0.0,-0.03776481332837077,0,0,2026/07/21,14,1391516,4655032.32,207.1271792602539,206.5,2026/05/19,259.64,0.21749345952493712,0,0,0
CAH,"Cardinal Health, Inc.",240.55999755859375,36.664635,20.04868,6.56,0.0,0.0062,0.86,-19.958511,0.03601,72.36329116636281,208.6182388305664,0.008311692979539757,0.03669724770642202,-0.015737359286171454,0,0,-,-68,1071107,2385686.14,201.0126531982422,240.55999755859375,2026/07/01,243.19,0.010814599454773009,0,0,0
CCL,Carnival Corporation Ltd.,26.821399688720703,12.081712,10.188373,2.22,0.26689,0.11237001,1.09,2.837643,0.05367,30.863484980296022,27.25831901550293,0.09793020547687915,0.40096164682017954,-0.06690270280728229,0,0,-,-14,7303333,27209468.66,27.99400100708008,30.899999618530273,2026/05/18,34.03,0.21183074673168667,0,0,0
CARR,Carrier Global Corporation,68.0199966430664,45.346664,21.239523,1.5,0.09907,0.059899997,1.37,4.203955,0.031489998,41.56267153711329,67.40632568359375,0.09753069388881225,0.25861038304133904,-0.02766872815272923,0,0,2026/07/28,21,1881959,6422719.18,59.89994510650635,76.0,2026/07/21,81.09,0.16117897838122575,0,0,0
CVNA,Carvana Co.,69.66999816894531,40.505814,32.196793,1.72,0.60172004,0.06398,0.0,13.390351,0.114300005,51.22806488125036,70.26183990478516,0.043745694321425055,0.20627890955614606,0.028103931520339367,0,0,2026/07/29,22,1826529,11278566.58,73.15435998916627,70.37999725341797,-,97.378,0.28454067480390527,0,1,1
CASY,"Caseys General Stores, Inc.",800.6099853515625,41.872906,34.02642,19.12,0.19153,0.04068,0.29,7.476746,0.076079994,26.127429288274868,821.6990405273438,0.0410919565920155,0.24605752224760852,-0.07420410908393021,0,0,2026/09/09,64,209488,562659.76,664.6032864379882,916.280029296875,2026/07/31,927.85,0.13713425084705236,0,0,0
CAT,"Caterpillar, Inc.",918.719970703125,45.752987,30.401117,20.08,0.51331,0.13328,0.67,22.678284,0.085200004,48.432247902133405,918.0011975097656,0.11026942253917058,0.3177736022133779,-0.028959780899731197,0,0,2026/08/04,28,1927152,3160857.04,700.2060638427735,1064.9000244140625,2026/07/20,1073.46,0.14415071758321227,0,0,0
CBOE,"Cboe Global Markets, Inc.",257.94000244140625,22.027327,17.522335,11.71,0.2514,0.25774,1.18,5.0245442,0.10593,34.42871624559724,303.8013815307617,0.3567095159305927,0.4090407704382504,-0.07013207526893275,0,0,2026/07/31,24,690611,1503248.22,274.35754676818846,301.0799865722656,2026/05/29,371.18,0.30508108615387075,0,0,1
CBRE,CBRE Group Inc,145.36000061035156,33.111618,16.407284,4.39,0.15597,0.031089999,0.0,4.996219,0.02717,67.92572819920434,135.81859939575196,0.029420468557336623,0.18658446362515413,-0.013019399553065388,0,0,2026/07/29,22,1687041,2332240.82,149.41240047454835,145.36000061035156,2024/04/19,174.27,0.16589200315400496,0,0,0
CDW,CDW Corporation,137.1999969482422,16.711327,11.681994,8.21,0.44157,0.047030002,1.88,6.87237,0.06698,56.75984644706924,124.59705947875976,0.048523686569360645,0.21732867762808764,-0.008647259205650041,0,0,2026/08/05,29,330959,2162451.18,133.4174157333374,140.63999938964844,2026/05/22,183.66,0.25296745645082114,0,0,0
COR,"Cencora, Inc.",304.4750061035156,23.331417,15.383135,13.05,1.0713401,0.00775,0.8,17.435436,0.03486,71.33598585472615,278.74064971923826,0.009980739004440128,0.03572165157521616,-0.03030353317671085,0,0,2026/08/05,29,628326,1875026.52,323.3697742462158,304.4750061035156,2026/05/15,377.54,0.1935291463063103,0,0,0
CNC,Centene Corporation,66.27999877929688,0.0,14.811239,-13.05,-0.26044,-0.03613,0.0,1.5273649,0.01222,58.22856716856479,59.66320014953613,0.0221843441474096,0.07119423751264266,-0.1532568048262473,0,0,2026/07/28,21,1627292,6120379.84,43.92100002288819,68.3499984741211,-,69.29,0.04344062953821808,0,1,0
CNP,"CenterPoint Energy, Inc (Holdin",44.65999984741211,27.398773,21.429325,1.63,0.09561,0.11379,2.09,2.5517082,0.02843,61.57205531145314,42.77774917602539,-0.25478251576359945,0.45057176445441915,-0.030816177418661623,0,0,2026/07/23,16,1236094,5864677.88,40.61802951812744,45.040000915527344,2026/05/21,45.22,0.012383904303137759,0,0,0
CF,"CF Industries Holdings, Inc.",113.88999938964844,10.26036,10.15028,11.1,0.273,0.23733999,1.77,3.2749596,0.11338,68.28885513127874,115.43185256958007,0.2542348955392434,0.3845285149632976,-0.0920641680863146,0,0,2026/08/05,29,1350724,2897248.48,99.48490291595459,113.88999938964844,2026/05/15,141.96,0.19773175972352472,0,1,0
CRL,Charles River Laboratories Inte,231.86000061035156,0.0,18.824541,-3.7,-0.0587,-0.04585,0.0,3.7978706,0.04264,84.6953379566014,182.6139993286133,0.12912694234321914,0.3295514598611041,-0.12360642439928571,0,0,2026/08/05,29,259250,882523.0,181.2321004486084,231.86000061035156,-,236.62,0.020116640138823607,0,0,0
SCHW,Charles Schwab Corporation (The,101.72000122070312,20.222664,13.910561,5.03,0.19083,0.37986,1.27,4.1628814,0.019709999,72.35368598940182,90.7713298034668,0.366330839011747,0.0,-0.0009348364036293648,0,0,2026/07/21,14,3299299,11276393.98,94.27723205566406,101.72000122070312,2026/05/08,107.5,0.053767430505087206,0,0,0
CHTR,"Charter Communications, Inc.",137.80999755859375,3.7286255,3.1114216,36.96,0.27504998,0.09029,0.0,1.0343921,0.054130003,44.74152538915348,144.96639953613283,0.08065870668565378,0.5653777339613685,-0.07191352220629908,0,0,2026/07/24,17,844884,3910707.68,204.62765014648437,146.1699981689453,-,413.14,0.6664326921658669,0,0,0
CVX,Chevron Corporation,170.94000244140625,29.83246,13.530393,5.73,0.06638,0.059270002,4.24,1.8399243,0.0346,33.36849368133136,182.7420669555664,0.08996269627830311,0.30410124056562854,-0.06678764984012937,0,0,2026/07/31,24,3220557,9770433.14,170.08499588012694,189.8000030517578,2026/05/19,214.71,0.20385635302777586,0,0,0
CMG,"Chipotle Mexican Grill, Inc.",34.3650016784668,31.527523,25.35545,1.09,0.49231997,0.119619995,0.0,18.367184,0.13539,57.54500357352843,32.25890014648437,0.12138507736423515,0.253757190098847,-0.0642796161356273,0,0,2026/07/29,22,8266141,19923252.82,35.45802509307861,35.38999938964844,-,57.04,0.3975280210647476,0,0,0
CB,Chubb Limited,360.7049865722656,12.759285,12.334282,28.27,0.15433,0.18527001,1.14,1.899117,0.03364,74.90221099730599,327.1057556152344,0.2143753240887878,0.0,-0.009202172388341957,0,0,2026/07/21,14,542064,1667957.28,310.7431921386719,361.1700134277344,2026/06/12,365.25,0.012443568590648529,0,0,0
CHD,"Church & Dwight Company, Inc.",98.79499816894531,32.498356,24.157145,3.04,0.16779,0.11812,1.26,5.5907984,0.08140001,51.27859584673525,96.01991867065429,0.1761993809646634,0.447317513541398,-0.0537004622772766,1,0,2026/07/31,24,499393,2054961.86,91.74133644104003,99.58000183105469,2026/05/15,106.04,0.06832329150372211,0,1,0
CIEN,Ciena Corporation,422.1499938964844,141.18729,43.799854,2.99,0.15464,0.0787,0.0,20.667286,0.06664,40.359810802424064,513.7039996337891,0.13948863058592847,0.42036147551518427,-0.11641837464940465,0,0,-,-33,849090,2886383.8,328.4657995605469,490.55999755859375,-,637.51,0.3378143183691481,0,1,0
CI,The Cigna Group,286.5400085449219,12.141525,8.5658045,23.6,0.16268998,0.02263,2.21,1.7962188,0.04782,43.357045128421895,285.0465979003906,0.03063311107378384,0.0895148509789888,-0.02307512078977197,0,0,2026/07/30,23,361603,1681920.06,279.02721923828125,298.0,2026/06/04,315.47,0.09170441390648286,0,0,0
CINF,Cincinnati Financial Corporatio,191.02999877929688,10.916,20.802616,17.5,0.18735,0.21326,1.98,1.8794211,0.05553,83.12223555785017,167.86191741943358,0.244794553083683,0.0,-0.01753572996439198,0,0,2026/07/27,20,198555,747221.1,161.90455574035644,192.02999877929688,2026/06/23,194.81,0.019403527645927454,0,0,0
CTAS,Cintas Corporation,181.86500549316406,38.368145,33.466625,4.74,0.41303003,0.17568001,1.01,15.192132,0.15942,58.70070098421016,172.48730102539062,0.16992168705750896,0.5003939486165667,-0.0359913817890065,0,0,2026/07/15,8,799282,2106027.64,184.2833113861084,181.8800048828125,2026/05/15,226.75,0.1979492591260681,0,0,0
CSCO,"Cisco Systems, Inc.",112.83999633789062,37.61333,23.622854,3.0,0.25229,0.19685,1.47,9.099266,0.07337,37.01561200019576,111.5875260925293,0.23454654569845024,0.6493804497475907,-0.032815170372308675,0,0,2026/08/12,36,6516184,25868913.68,84.62385215759278,123.68729400634766,2026/07/06,130.37,0.13446347827037952,0,0,0
C,"Citigroup, Inc.",141.77000427246094,17.545794,11.235805,8.08,0.07649,0.20356001,1.67,1.2632658,0.0060900003,51.26353218874072,132.46581954956054,-0.870195862133712,0.0,0.03083619536640421,0,0,2026/07/14,7,3870139,12072370.78,115.00791515350342,145.6699981689453,2026/05/04,147.96,0.041835602375906125,0,0,0
CFG,"Citizens Financial Group, Inc.",71.96499633789062,17.053318,11.169434,4.22,0.07739,0.25048,2.55,1.2742128,0.00882,77.95894975193424,65.20684883117676,0.24699890869407057,0.0,-0.0016788085760610734,0,0,2026/07/16,9,1940854,4255741.08,59.187785911560056,72.11000061035156,2026/04/30,72.94,0.013367201290229953,0,0,0
CLX,Clorox Company (The),97.26000213623047,15.814634,15.588088,6.15,5.46099,0.111829996,5.1,-175.55957,0.110369995,53.018863307239855,93.87540023803712,0.10712274774774774,0.45228040540540543,-0.030749865132170474,0,0,2026/07/30,23,651321,2981964.42,104.82742351531982,99.31999969482422,2026/04/22,132.03,0.2633492226294746,0,1,0
CME,CME Group Inc.,241.6199951171875,20.633646,18.712244,11.71,0.15919,0.63324,2.22,3.2840853,0.0155,33.52196776287899,266.2087066650391,0.6431310002147042,0.8609023709474588,-0.0010326361401482278,0,0,2026/07/22,15,1252793,3417095.86,274.4583096313477,269.5299987792969,2026/06/09,329.16,0.2659497049544675,0,0,1
CMS,CMS Energy Corporation,77.31999969482422,21.359118,18.525751,3.62,0.103719994,0.12548,2.99,2.584311,0.03131,63.32606038578019,74.04312301635743,-0.2111488464691416,0.4152711090291603,-0.029142985904208708,0,0,-,-70,527507,3227592.14,73.06880554199219,78.80999755859375,2026/05/08,80.36,0.03782976985037059,0,0,0
KO,Coca-Cola Company (The),84.20500183105469,26.479559,24.172667,3.18,0.43372002,0.278,2.56,10.773414,0.0951,63.94411016790455,79.8553303527832,0.11046911829123297,0.6162574831563797,0.05437147000457945,0,0,2026/07/28,21,7413319,17595198.38,73.63880653381348,84.20500183105469,2026/06/15,85.68,0.017215198050248823,0,0,0
CTSH,Cognizant Technology Solutions ,43.93000030517578,9.529284,7.1016574,4.61,0.14876,0.10413,3.19,1.3819246,0.10438,34.146339750733276,49.286410369873046,0.12293916998294485,0.33717074095129806,-0.031558090083123914,1,0,2026/07/29,22,4313195,10800695.9,65.31124982833862,52.9900016784668,2026/05/18,87.03,0.49523152585113434,0,0,1
COHR,Coherent Corp.,315.70001220703125,149.62086,38.440468,2.11,0.04718,0.07102,0.0,5.781945,0.03142,32.21844371218687,368.28580078125,0.03317731232514331,0.3516835725282546,-0.039181711999836895,0,0,-,-62,2718730,6193106.6,239.01205028533934,425.4800109863281,-,440.0,0.28249997225674717,0,0,0
COIN,"Coinbase Global, Inc.",167.16000366210938,61.455883,34.66784,2.72,0.06686,0.12736,0.0,3.2663112,0.01926,48.22357532764324,177.47819976806642,0.3378739995752873,0.7463949897825262,-0.03929841608701478,0,0,2026/07/30,23,2585955,8984329.1,229.40474967956544,169.6199951171875,-,444.65,0.6240638622239753,0,1,1
CL,Colgate-Palmolive Company,94.48999786376953,36.62403,23.37259,2.58,3.6357698,0.10041001,2.27,522.0442,0.16098,63.52939375107907,89.07660003662109,0.17829457364341086,0.6010695711902659,-0.12651561543172077,0,0,2026/07/31,24,1698236,5371666.72,84.25541660308838,95.12999725341797,2026/07/20,99.33,0.04872648883751603,0,0,0
CMCSA,Comcast Corporation,23.53499984741211,4.614706,6.314832,5.1,0.20918,0.15004,5.65,0.95364475,0.04535,48.92750984314444,24.405308113098144,0.15548837171704108,0.7174695045551182,-0.05004933408159747,0,0,2026/07/23,16,13081587,36943027.74,26.76299759864807,24.219999313354492,2026/07/01,33.79569,0.30360942926710155,0,0,0
FIX,"Comfort Systems USA, Inc.",1671.010009765625,48.28113,31.266933,34.61,0.53294,0.12073,0.15,91.038414,0.17266001,37.9296422843449,1882.554033203125,0.1133260474677039,0.2412640753464128,-0.025429855978006476,0,0,2026/07/23,16,320246,475224.92,1315.8787368774415,2066.510009765625,2026/05/15,2073.99,0.19430180002525316,0,0,1
COP,ConocoPhillips,106.16999816894531,17.994915,11.79098,5.9,0.112840004,0.12331,3.24,2.0040772,0.05865,33.75999602864745,115.60077423095703,0.12287934310532031,0.2508821932681867,-0.09683530289735032,0,0,2026/08/06,30,2213897,7758777.94,104.64263214111328,119.91999816894531,2026/05/11,135.87,0.21859131398435777,0,0,0
ED,"Consolidated Edison, Inc.",113.70999908447266,19.17538,17.527796,5.93,0.08732,0.12524,3.1,1.6348448,0.0317,67.18301135654835,107.75217666625977,0.002127911100602908,0.5325097529258778,-0.03722370414058416,0,0,2026/08/06,30,462770,2455387.4,103.87461688995361,113.98999786376953,2026/05/13,116.23,0.02168115732192504,0,0,0
STZ,"Constellation Brands, Inc.",132.4600067138672,12.615239,10.704964,10.5,0.2369,0.20143999,3.15,2.8314917,0.08574,28.1206470815073,144.14756103515626,0.19630156472261737,0.5155378050114893,-0.04485285724070227,0,0,-,-7,887211,2220610.22,144.4873882293701,148.50999450683594,2026/07/30,178.14,0.25642749122113395,0,0,0
CEG,Constellation Energy Corporatio,240.57000732421875,20.900955,17.711071,11.51,0.16104999,0.12693,0.69,2.603487,0.04196,34.43840071728134,276.8218655395508,0.050444522774448754,0.18380135510907453,-0.03350276860731192,0,0,2026/08/06,30,1871847,3880052.94,315.31645805358886,275.5299987792969,2026/05/15,412.7,0.4170826088582051,0,0,1
COO,"The Cooper Companies, Inc.",72.46499633789062,61.41102,14.502919,1.18,0.02853,0.05573,0.0,1.7142552,0.025190001,66.14062684028005,64.53569984436035,0.1059769328511387,0.6553855928061773,-0.03398199244844612,0,0,2026/09/03,58,581255,3081705.1,72.85642492294312,74.19999694824219,2023/07/26,89.83,0.19330962553834324,0,0,0
CPRT,"Copart, Inc.",29.46500015258789,18.301243,17.508156,1.61,0.17607,0.33481997,0.0,3.1091063,0.11336,45.924845429344316,31.735100021362303,0.2648528349083422,0.4518317144247914,-0.024507323527668785,0,0,-,-47,3538026,10941564.52,37.359975032806396,31.360000610351562,-,50.11,0.4119936110040333,0,0,0
GLW,Corning Incorporated,183.3000030517578,88.12501,43.168518,2.08,0.1674,0.1109,0.57,14.075098,0.05375,48.912630097303406,189.2337387084961,0.09040885533303475,0.35965192910614885,-0.035479080578512394,0,0,2026/07/28,21,7963017,15875826.34,128.0077459716797,255.69000244140625,2026/08/31,271.78,0.3255574249328213,0,0,0
CPAY,"Corpay, Inc.",359.5450134277344,21.542542,11.747519,16.69,0.32124,0.24597,0.0,6.774154,0.061869998,53.26911998192234,339.46589904785156,0.2868881148608019,0.7859781914286339,-0.01628570135679782,0,0,2026/08/05,29,152298,640083.96,313.9623246765137,360.3699951171875,-,367.43,0.021459833362179548,0,1,0
CTVA,"Corteva, Inc.",86.6500015258789,46.837837,21.020124,1.85,0.051370002,0.064959995,0.83,2.3831787,0.043270003,91.31419147467376,80.03420028686523,0.16177231193609562,0.4729038561002241,-0.05396195588750146,0,0,2026/07/30,23,983635,3965034.7,73.24222179412841,86.6500015258789,2026/06/01,87.685,0.011803597811724879,0,0,1
CSGP,"CoStar Group, Inc.",29.59000015258789,422.7143,16.479263,0.07,0.00303,0.00733,0.0,1.5223542,-0.00158,40.49650832470908,32.5696000289917,0.012627040344933785,0.7887280566676933,-0.040140444107041186,1,0,2026/07/28,21,1880259,7778543.18,53.63480004310608,34.22999954223633,-,97.43,0.6962947741702977,0,0,1
COST,Costco Wholesale Corporation,949.3400268554688,47.801613,42.000416,19.86,0.29152,0.0301,0.62,25.466496,0.086660005,39.14173095936771,989.8038269042969,0.028473849619416135,0.12843206714262356,-0.06791268369239549,1,0,2026/09/24,79,851448,2366928.96,955.3003860473633,986.6799926757812,2026/05/01,1096.5,0.1342088218372378,0,0,0
CRH,CRH PLC,105.63999938964844,19.599258,15.78139,5.39,0.15812,0.09645,1.45,3.0599005,0.060500003,41.92229562113264,108.36430084228516,0.07776323871071114,0.36125724357091354,-0.0324881276894855,0,0,2026/07/30,23,1229389,4900581.78,114.71357563018799,113.05000305175781,2026/05/15,131.55,0.1969593356925243,0,0,0
CRWD,"CrowdStrike Holdings, Inc.",198.33999633789062,0.0,127.0075,-0.04,-0.0024899999,-0.00598,0.0,43.581627,-0.0100300005,79.50074837553215,158.54925018310547,0.25799848503898065,0.7466899972049074,-0.16008853503897108,0,0,2026/09/01,56,4761834,12903684.68,126.5143376159668,199.3800048828125,-,209.5,0.053269707217705846,0,0,0
CCI,Crown Castle Inc.,76.98999786376953,32.485233,25.998278,2.37,0.0,0.25136,5.67,-17.481834,0.04048,29.2915015468553,86.769248046875,0.674249530956848,0.7408536585365854,-0.08290500666285931,0,0,2026/07/22,15,1407313,4033482.26,86.74899227142333,92.30292510986328,2026/06/15,115.76,0.3349170882535459,0,0,0
CSX,CSX Corporation,48.35499954223633,29.665644,22.070736,1.63,0.23684,0.21553,1.15,6.6176267,0.07084,56.977588988953094,46.17305297851563,0.12141640647175703,0.3324581322736304,-0.03946705736916808,0,0,2026/07/22,15,3740946,12388886.92,39.70489343643189,48.88999938964844,2026/05/29,49.29,0.018969374269906088,0,0,0
CMI,Cummins Inc.,649.5900268554688,33.727417,19.12971,19.26,0.21993999,0.07886,1.18,7.257421,0.07273,44.53556160296512,676.0873828125,0.07086427086427087,0.25292545292545293,-0.022887738291362675,0,0,2026/08/04,28,402704,1029988.08,556.0059588623047,727.5900268554688,2026/05/22,737.76,0.11951037348803302,0,0,0
CVS,CVS Health Corporation,103.61000061035156,45.44298,12.359007,2.28,0.037520003,0.00723,2.61,1.7028515,0.026659999,59.38500563284597,94.42080078125,0.019417161816314196,0.13769346899894794,-0.034988837965117654,0,0,2026/08/05,29,1523742,8281414.84,81.00855754852294,104.80999755859375,2026/04/23,106.15,0.023928397453117693,0,0,0
DHR,Danaher Corporation,193.4250030517578,37.41296,20.925674,5.17,0.0708,0.14887999,0.83,2.5852735,0.0419,65.31123284506074,178.8492105102539,0.2140996418104852,0.5911348095083034,-0.03357136010735167,0,0,2026/07/21,14,1204456,4572119.12,203.1833229827881,197.92999267578125,2026/06/26,242.8,0.2033566595891359,0,0,0
DRI,"Darden Restaurants, Inc.",205.39999389648438,19.655502,16.577257,10.45,0.53718,0.09134,3.01,10.635324,0.07817,44.41860759846601,201.7573989868164,0.08500666572822045,0.21881805460100856,-0.05155318979899897,0,0,2026/09/17,72,456944,1205498.88,194.01471908569337,213.72000122070312,2026/07/10,220.65,0.06911400908006177,0,0,0
DDOG,"Datadog, Inc.",267.2850036621094,703.3816,93.47067,0.38,0.039300002,0.03695,0.0,23.847698,-0.0021600001,71.14065367803323,213.18850006103514,0.2669024888843759,0.7995549081775629,-0.14184469111556502,0,0,2026/08/06,30,2584673,6000121.46,157.35257537841798,267.2850036621094,-,278.705,0.04097521156021819,0,0,0
DVA,DaVita Inc.,235.8000030517578,22.73867,13.72392,10.37,0.80981004,0.056479998,0.0,-20.65703,0.07496,89.55359364552447,196.13880004882813,0.09606606841906319,0.32247824884562265,-0.06519967302252166,0,0,2026/08/05,29,323445,910288.9,147.1940997695923,235.8000030517578,-,239.64,0.016024023319321373,0,0,0
DECK,Deckers Outdoor Corporation,105.45999908447266,15.022792,12.709085,7.02,0.40859002,0.18714,0.0,5.905807,0.2175,39.84419832465872,104.74899963378907,0.2005249716024133,0.5770385958654284,-0.04281292327466636,0,0,2026/07/23,16,407239,2158930.78,102.33024993896484,114.37000274658203,-,126.5,0.16632411790930707,0,0,0
DE,Deere & Company,594.1599731445312,33.644394,26.03326,17.66,0.18349001,0.10104,1.02,5.8522363,0.03828,55.710479622802126,577.7863708496094,0.07233852009403335,0.3648270457852905,-0.02294426204762444,0,0,2026/08/20,44,587606,1326924.12,532.2558085632324,635.239990234375,2026/06/30,674.19,0.11870544928798825,0,0,0
DELL,Dell Technologies Inc.,419.42999267578125,33.394108,19.596931,12.56,0.0,0.062750004,0.61,-193.91122,0.07004,52.82442311135486,331.1815979003906,0.07532279941517378,0.19999471542567246,-0.0518235491578303,0,0,2026/09/03,58,3993517,9065400.34,189.016795501709,434.05999755859375,2026/07/21,469.47,0.10658829600234046,0,0,0
DAL,"Delta Air Lines, Inc.",89.1500015258789,13.014599,10.974834,6.85,0.2499,0.068670005,0.85,2.8589296,0.04341,64.31792631916663,78.86977951049805,0.06064958020326999,0.24165141089577677,-0.04103692954732713,0,1,2026/07/10,3,3363567,7586283.34,68.12491912841797,93.66000366210938,2026/07/09,95.68,0.06824831181146634,0,0,0
DVN,Devon Energy Corporation,41.53499984741211,11.569638,7.679592,3.59,0.15178001,0.14172,2.58,1.6718322,0.060739998,36.3822612689791,45.39459045410156,0.16272981149639285,0.2554689318128927,-0.12876989778157535,0,0,2026/08/04,28,6103520,15115956.4,40.55830247879028,46.27088928222656,2026/06/15,52.71,0.2120091093262738,0,0,0
DXCM,"DexCom, Inc.",73.47000122070312,31.53219,23.79287,2.33,0.35624,0.19311,0.0,9.588881,0.09651,48.13525614809296,68.08240005493164,0.23105963105963107,0.601008151008151,-0.09533273395479425,0,0,2026/07/29,22,2427411,5984556.22,67.09890001296998,78.19000244140625,-,89.98,0.1834852053711589,0,0,0
FANG,"Diamondback Energy, Inc.",176.93499755859375,182.40721,10.100177,0.97,0.0047400002,0.01964,2.53,1.3646811,-0.00122,30.297960892603996,193.6170520019531,-0.04708955723759126,0.3497220175497354,-0.09983253352847633,0,0,2026/08/03,27,729268,2481753.36,167.63755500793457,198.1999969482422,2026/05/14,214.51,0.1751666702783378,0,0,0
DLR,"Digital Realty Trust, Inc.",174.80499267578125,46.36737,61.03228,3.77,0.05688,0.21823,2.81,2.6944063,0.01255,38.051828997394324,188.92839752197267,0.39461108133699524,0.5539220690327601,-0.022334275400913022,0,0,2026/07/23,16,1123040,2809104.8,173.141904296875,195.5399932861328,2026/06/15,208.14,0.1601566605372285,0,0,1
DG,Dollar General Corporation,116.58999633789062,16.490805,14.559245,7.07,0.1891,0.03632,2.03,2.9082065,0.04632,50.299396683816816,111.2897996520996,0.05601810058329943,0.30660930299520633,-0.0685378990192719,0,0,2026/08/27,51,608185,3572911.7,120.77666561126709,119.51000213623047,2026/07/07,158.23,0.26316124415161074,0,0,0
DLTR,"Dollar Tree, Inc.",122.27999877929688,19.627607,15.949308,6.23,0.33976,0.06514,0.0,6.743134,0.067389995,62.8135243288868,105.32920059204102,0.07212108099197395,0.364046610824344,-0.09293638888476333,0,0,-,-40,1584899,4020831.98,110.50189998626709,124.05000305175781,-,142.4,0.1412921434038141,0,0,0
D,"Dominion Energy, Inc.",70.34500122070312,20.750736,18.439154,3.39,0.09787,0.16929,3.86,2.1960852,0.03086,63.19902006211778,65.82373237609863,-0.4410517387616624,0.49018538713195203,-0.020395832793875208,0,0,2026/07/30,23,5248391,7600313.82,61.31250444412231,70.34500122070312,2026/05/29,70.59,0.0034707292718073155,0,0,0
DPZ,Domino's Pizza Inc,314.9825134277344,18.123276,15.079282,17.38,0.0,0.118879996,2.6,-2.7011852,0.32489,49.211894850066045,312.9973858642578,0.13593214890544403,0.3995065581051313,-0.11090157119977814,0,0,2026/07/20,13,312842,982000.84,377.3361613464356,321.8900146484375,2026/06/15,496.0,0.36495461002472906,0,0,1
DASH,"DoorDash, Inc.",196.83999633789062,93.2891,25.265114,2.11,0.09922,0.0629,0.0,8.414843,0.03309,78.13664047174748,166.60059997558594,0.13311948676824378,0.5087847196908946,-0.07609746172236635,0,0,2026/08/05,29,1895074,5080633.48,198.44524978637696,196.83999633789062,-,285.5,0.31054292000738837,0,0,0
DOV,Dover Corporation,213.47999572753906,26.651684,18.453974,8.01,0.14998001,0.13304,0.97,3.8381877,0.07056,42.069270096285514,218.0426159667969,0.13757210162258693,0.397669541607976,-0.017852141897182053,0,0,2026/07/23,16,495192,952341.84,202.12145431518556,230.72999572753906,2026/05/29,237.54,0.10128822207822233,0,0,0
DOW,Dow Inc.,27.645000457763672,0.0,13.7002945,-4.0,-0.15262,-0.07244,5.12,1.3066598,-0.00135,13.232383199655644,34.48574047088623,-0.03620396317053643,0.06337570056044836,-0.062438074413201684,0,0,2026/07/23,16,4708832,11905088.64,29.364999866485597,34.2400016784668,2026/05/29,42.74,0.3531820201739899,0,0,0
DHI,"D.R. Horton, Inc.",157.77000427246094,14.814085,13.110561,10.65,0.13084,0.09513,1.15,1.9027921,0.07298,53.594429889206005,150.5117236328125,0.09586749351832387,0.23696657557284004,0.004631926746205372,0,0,2026/07/21,14,773208,2226834.16,151.07906051635743,166.9499969482422,2026/05/07,184.55,0.14510970321072378,0,0,0
DTE,DTE Energy Company,153.84500122070312,25.303455,18.412973,6.08,0.10423,0.07654,3.08,2.59711,0.027780002,64.90921083793788,145.33224365234375,-0.06449981029467561,0.3030858732768433,-0.0360115414493397,0,0,2026/07/30,23,213630,1549264.6,138.8295749282837,154.42999267578125,2026/09/21,155.745,0.012199420715251723,0,0,0
DUK,Duke Energy Corporation (Holdin,128.6649932861328,19.803078,17.955835,6.5,0.09661,0.15706,3.38,1.8723998,0.02782,57.9665692747028,124.80526733398438,-0.05254831404907404,0.5117721872382666,-0.03761188539665672,0,0,2026/08/04,28,1079993,3471885.86,122.75511749267578,129.60000610351562,2026/05/15,134.49,0.04331182031279052,0,0,0
DD,"DuPont de Nemours, Inc.",138.05999755859375,121.10526,17.490097,1.14,0.00896,-0.00419,1.7,1.3434404,0.01983,32.22014561155706,142.3173095703125,0.025113155205139435,0.34501387063804934,-0.06206257242178447,0,0,2026/08/04,28,300718,1340116.36,128.4182580947876,145.6199951171875,2026/08/31,157.98,0.12609192582229548,0,0,0
